domain,report_type,variable,data_policy_licence,quality_flag,year,month,count
land,2,44,0,0,1767,11,0
land,2,44,0,0,1767,12,0
land,2,44,0,0,1768,01,0
land,2,44,0,0,1768,02,0
land,2,44,0,0,1768,03,0
land,2,44,0,0,1768,04,0
land,2,44,0,0,1768,05,0
land,2,44,0,0,1768,06,0
land,2,44,0,0,1768,07,0
land,2,44,0,0,1768,08,0
land,2,44,0,0,1768,09,0
land,2,44,0,0,1768,10,0
land,2,44,0,0,1768,11,0
land,2,44,0,0,1768,12,0
land,2,44,0,0,1769,01,0
land,2,44,0,0,1769,02,0
land,2,44,0,0,1769,03,0
land,2,44,0,0,1769,04,0
land,2,44,0,0,1769,05,0
land,2,44,0,0,1769,06,0
land,2,44,0,0,1769,07,0
land,2,44,0,0,1769,08,0
land,2,44,0,0,1769,09,0
land,2,44,0,0,1769,10,0
land,2,44,0,0,1769,11,0
land,2,44,0,0,1769,12,0
land,2,44,0,0,1770,01,0
land,2,44,0,0,1770,02,0
land,2,44,0,0,1770,03,0
land,2,44,0,0,1770,04,0
land,2,44,0,0,1770,05,0
land,2,44,0,0,1770,06,0
land,2,44,0,0,1770,07,0
land,2,44,0,0,1770,08,0
land,2,44,0,0,1770,09,0
land,2,44,0,0,1770,10,0
land,2,44,0,0,1770,11,0
land,2,44,0,0,1770,12,0
land,2,44,0,0,1771,01,0
land,2,44,0,0,1771,02,0
land,2,44,0,0,1771,03,0
land,2,44,0,0,1771,04,0
land,2,44,0,0,1771,05,0
land,2,44,0,0,1771,06,0
land,2,44,0,0,1771,07,0
land,2,44,0,0,1771,08,0
land,2,44,0,0,1771,09,0
land,2,44,0,0,1771,10,0
land,2,44,0,0,1771,11,0
land,2,44,0,0,1771,12,0
land,2,44,0,0,1772,01,0
land,2,44,0,0,1772,02,0
land,2,44,0,0,1772,03,0
land,2,44,0,0,1772,04,0
land,2,44,0,0,1772,05,0
land,2,44,0,0,1772,06,0
land,2,44,0,0,1772,07,0
land,2,44,0,0,1772,08,0
land,2,44,0,0,1772,09,0
land,2,44,0,0,1772,10,0
land,2,44,0,0,1772,11,0
land,2,44,0,0,1772,12,0
land,2,44,0,0,1773,01,0
land,2,44,0,0,1773,02,0
land,2,44,0,0,1773,03,0
land,2,44,0,0,1773,04,0
land,2,44,0,0,1773,05,0
land,2,44,0,0,1773,06,0
land,2,44,0,0,1773,07,0
land,2,44,0,0,1773,08,0
land,2,44,0,0,1773,09,0
land,2,44,0,0,1773,10,0
land,2,44,0,0,1773,11,0
land,2,44,0,0,1773,12,0
land,2,44,0,0,1774,01,0
land,2,44,0,0,1774,02,0
land,2,44,0,0,1774,03,0
land,2,44,0,0,1774,04,0
land,2,44,0,0,1774,05,0
land,2,44,0,0,1774,06,0
land,2,44,0,0,1774,07,0
land,2,44,0,0,1774,08,0
land,2,44,0,0,1774,09,0
land,2,44,0,0,1774,10,0
land,2,44,0,0,1774,11,0
land,2,44,0,0,1774,12,0
land,2,44,0,0,1775,01,0
land,2,44,0,0,1775,02,0
land,2,44,0,0,1775,03,0
land,2,44,0,0,1775,04,0
land,2,44,0,0,1775,05,0
land,2,44,0,0,1775,06,0
land,2,44,0,0,1775,07,0
land,2,44,0,0,1775,08,0
land,2,44,0,0,1775,09,0
land,2,44,0,0,1775,10,0
land,2,44,0,0,1775,11,0
land,2,44,0,0,1775,12,0
land,2,44,0,0,1776,01,0
land,2,44,0,0,1776,02,0
land,2,44,0,0,1776,03,0
land,2,44,0,0,1776,04,0
land,2,44,0,0,1776,05,0
land,2,44,0,0,1776,06,0
land,2,44,0,0,1776,07,0
land,2,44,0,0,1776,08,0
land,2,44,0,0,1776,09,0
land,2,44,0,0,1776,10,0
land,2,44,0,0,1776,11,0
land,2,44,0,0,1776,12,0
land,2,44,0,0,1777,01,0
land,2,44,0,0,1777,02,0
land,2,44,0,0,1777,03,0
land,2,44,0,0,1777,04,0
land,2,44,0,0,1777,05,0
land,2,44,0,0,1777,06,0
land,2,44,0,0,1777,07,0
land,2,44,0,0,1777,08,0
land,2,44,0,0,1777,09,0
land,2,44,0,0,1777,10,0
land,2,44,0,0,1777,11,0
land,2,44,0,0,1777,12,0
land,2,44,0,0,1778,01,0
land,2,44,0,0,1778,02,0
land,2,44,0,0,1778,03,0
land,2,44,0,0,1778,04,0
land,2,44,0,0,1778,05,0
land,2,44,0,0,1778,06,0
land,2,44,0,0,1778,07,0
land,2,44,0,0,1778,08,0
land,2,44,0,0,1778,09,0
land,2,44,0,0,1778,10,0
land,2,44,0,0,1778,11,0
land,2,44,0,0,1778,12,0
land,2,44,0,0,1779,01,0
land,2,44,0,0,1779,02,0
land,2,44,0,0,1779,03,0
land,2,44,0,0,1779,04,0
land,2,44,0,0,1779,05,0
land,2,44,0,0,1779,06,0
land,2,44,0,0,1779,07,0
land,2,44,0,0,1779,08,0
land,2,44,0,0,1779,09,0
land,2,44,0,0,1779,10,0
land,2,44,0,0,1779,11,0
land,2,44,0,0,1779,12,0
land,2,44,0,0,1780,01,0
land,2,44,0,0,1780,02,0
land,2,44,0,0,1780,03,0
land,2,44,0,0,1780,04,0
land,2,44,0,0,1780,05,0
land,2,44,0,0,1780,06,0
land,2,44,0,0,1780,07,0
land,2,44,0,0,1780,08,0
land,2,44,0,0,1780,09,0
land,2,44,0,0,1780,10,0
land,2,44,0,0,1780,11,0
land,2,44,0,0,1780,12,0
land,2,44,0,0,1781,01,0
land,2,44,0,0,1781,02,0
land,2,44,0,0,1781,03,0
land,2,44,0,0,1781,04,0
land,2,44,0,0,1781,05,0
land,2,44,0,0,1781,06,0
land,2,44,0,0,1781,07,0
land,2,44,0,0,1781,08,0
land,2,44,0,0,1781,09,0
land,2,44,0,0,1781,10,0
land,2,44,0,0,1781,11,0
land,2,44,0,0,1781,12,0
land,2,44,0,0,1782,01,0
land,2,44,0,0,1782,02,0
land,2,44,0,0,1782,03,0
land,2,44,0,0,1782,04,0
land,2,44,0,0,1782,05,0
land,2,44,0,0,1782,06,0
land,2,44,0,0,1782,07,0
land,2,44,0,0,1782,08,0
land,2,44,0,0,1782,09,0
land,2,44,0,0,1782,10,0
land,2,44,0,0,1782,11,0
land,2,44,0,0,1782,12,0
land,2,44,0,0,1783,01,0
land,2,44,0,0,1783,02,0
land,2,44,0,0,1783,03,0
land,2,44,0,0,1783,04,0
land,2,44,0,0,1783,05,0
land,2,44,0,0,1783,06,0
land,2,44,0,0,1783,07,0
land,2,44,0,0,1783,08,0
land,2,44,0,0,1783,09,0
land,2,44,0,0,1783,10,0
land,2,44,0,0,1783,11,0
land,2,44,0,0,1783,12,0
land,2,44,0,0,1784,01,0
land,2,44,0,0,1784,02,0
land,2,44,0,0,1784,03,0
land,2,44,0,0,1784,04,0
land,2,44,0,0,1784,05,0
land,2,44,0,0,1784,06,0
land,2,44,0,0,1784,07,0
land,2,44,0,0,1784,08,0
land,2,44,0,0,1784,09,0
land,2,44,0,0,1784,10,0
land,2,44,0,0,1784,11,0
land,2,44,0,0,1784,12,0
land,2,44,0,0,1785,01,0
land,2,44,0,0,1785,02,0
land,2,44,0,0,1785,03,0
land,2,44,0,0,1785,04,0
land,2,44,0,0,1785,05,0
land,2,44,0,0,1785,06,0
land,2,44,0,0,1785,07,0
land,2,44,0,0,1785,08,0
land,2,44,0,0,1785,09,0
land,2,44,0,0,1785,10,0
land,2,44,0,0,1785,11,0
land,2,44,0,0,1785,12,0
land,2,44,0,0,1786,01,0
land,2,44,0,0,1786,02,0
land,2,44,0,0,1786,03,0
land,2,44,0,0,1786,04,0
land,2,44,0,0,1786,05,0
land,2,44,0,0,1786,06,0
land,2,44,0,0,1786,07,0
land,2,44,0,0,1786,08,0
land,2,44,0,0,1786,09,0
land,2,44,0,0,1786,10,0
land,2,44,0,0,1786,11,0
land,2,44,0,0,1786,12,0
land,2,44,0,0,1787,01,0
land,2,44,0,0,1787,02,0
land,2,44,0,0,1787,03,0
land,2,44,0,0,1787,04,0
land,2,44,0,0,1787,05,0
land,2,44,0,0,1787,06,0
land,2,44,0,0,1787,07,0
land,2,44,0,0,1787,08,0
land,2,44,0,0,1787,09,0
land,2,44,0,0,1787,10,0
land,2,44,0,0,1787,11,0
land,2,44,0,0,1787,12,0
land,2,44,0,0,1788,01,0
land,2,44,0,0,1788,02,0
land,2,44,0,0,1788,03,0
land,2,44,0,0,1788,04,0
land,2,44,0,0,1788,05,0
land,2,44,0,0,1788,06,0
land,2,44,0,0,1788,07,0
land,2,44,0,0,1788,08,0
land,2,44,0,0,1788,09,0
land,2,44,0,0,1788,10,0
land,2,44,0,0,1788,11,0
land,2,44,0,0,1788,12,0
land,2,44,0,0,1789,01,0
land,2,44,0,0,1789,02,0
land,2,44,0,0,1789,03,0
land,2,44,0,0,1789,04,0
land,2,44,0,0,1789,05,0
land,2,44,0,0,1789,06,0
land,2,44,0,0,1789,07,0
land,2,44,0,0,1789,08,0
land,2,44,0,0,1789,09,0
land,2,44,0,0,1789,10,0
land,2,44,0,0,1789,11,0
land,2,44,0,0,1789,12,0
land,2,44,0,0,1790,01,0
land,2,44,0,0,1790,02,0
land,2,44,0,0,1790,03,0
land,2,44,0,0,1790,04,0
land,2,44,0,0,1790,05,0
land,2,44,0,0,1790,06,0
land,2,44,0,0,1790,07,0
land,2,44,0,0,1790,08,0
land,2,44,0,0,1790,09,0
land,2,44,0,0,1790,10,0
land,2,44,0,0,1790,11,0
land,2,44,0,0,1790,12,0
land,2,44,0,0,1791,01,0
land,2,44,0,0,1791,02,0
land,2,44,0,0,1791,03,0
land,2,44,0,0,1791,04,0
land,2,44,0,0,1791,05,0
land,2,44,0,0,1791,06,0
land,2,44,0,0,1791,07,0
land,2,44,0,0,1791,08,0
land,2,44,0,0,1791,09,0
land,2,44,0,0,1791,10,0
land,2,44,0,0,1791,11,0
land,2,44,0,0,1791,12,0
land,2,44,0,0,1792,01,0
land,2,44,0,0,1792,02,0
land,2,44,0,0,1792,03,0
land,2,44,0,0,1792,04,0
land,2,44,0,0,1792,05,0
land,2,44,0,0,1792,06,0
land,2,44,0,0,1792,07,0
land,2,44,0,0,1792,08,0
land,2,44,0,0,1792,09,0
land,2,44,0,0,1792,10,0
land,2,44,0,0,1792,11,0
land,2,44,0,0,1792,12,0
land,2,44,0,0,1793,01,0
land,2,44,0,0,1793,02,0
land,2,44,0,0,1793,03,0
land,2,44,0,0,1793,04,0
land,2,44,0,0,1793,05,0
land,2,44,0,0,1793,06,0
land,2,44,0,0,1793,07,0
land,2,44,0,0,1793,08,0
land,2,44,0,0,1793,09,0
land,2,44,0,0,1793,10,0
land,2,44,0,0,1793,11,0
land,2,44,0,0,1793,12,0
land,2,44,0,0,1794,01,0
land,2,44,0,0,1794,02,0
land,2,44,0,0,1794,03,0
land,2,44,0,0,1794,04,0
land,2,44,0,0,1794,05,0
land,2,44,0,0,1794,06,0
land,2,44,0,0,1794,07,0
land,2,44,0,0,1794,08,0
land,2,44,0,0,1794,09,0
land,2,44,0,0,1794,10,0
land,2,44,0,0,1794,11,0
land,2,44,0,0,1794,12,0
land,2,44,0,0,1795,01,0
land,2,44,0,0,1795,02,0
land,2,44,0,0,1795,03,0
land,2,44,0,0,1795,04,0
land,2,44,0,0,1795,05,0
land,2,44,0,0,1795,06,0
land,2,44,0,0,1795,07,0
land,2,44,0,0,1795,08,0
land,2,44,0,0,1795,09,0
land,2,44,0,0,1795,10,0
land,2,44,0,0,1795,11,0
land,2,44,0,0,1795,12,0
land,2,44,0,0,1796,01,0
land,2,44,0,0,1796,02,0
land,2,44,0,0,1796,03,0
land,2,44,0,0,1796,04,0
land,2,44,0,0,1796,05,0
land,2,44,0,0,1796,06,0
land,2,44,0,0,1796,07,0
land,2,44,0,0,1796,08,0
land,2,44,0,0,1796,09,0
land,2,44,0,0,1796,10,0
land,2,44,0,0,1796,11,0
land,2,44,0,0,1796,12,0
land,2,44,0,0,1797,01,0
land,2,44,0,0,1797,02,0
land,2,44,0,0,1797,03,0
land,2,44,0,0,1797,04,0
land,2,44,0,0,1797,05,0
land,2,44,0,0,1797,06,0
land,2,44,0,0,1797,07,0
land,2,44,0,0,1797,08,0
land,2,44,0,0,1797,09,0
land,2,44,0,0,1797,10,0
land,2,44,0,0,1797,11,0
land,2,44,0,0,1797,12,0
land,2,44,0,0,1798,01,0
land,2,44,0,0,1798,02,0
land,2,44,0,0,1798,03,0
land,2,44,0,0,1798,04,0
land,2,44,0,0,1798,05,0
land,2,44,0,0,1798,06,0
land,2,44,0,0,1798,07,0
land,2,44,0,0,1798,08,0
land,2,44,0,0,1798,09,0
land,2,44,0,0,1798,10,0
land,2,44,0,0,1798,11,0
land,2,44,0,0,1798,12,0
land,2,44,0,0,1799,01,0
land,2,44,0,0,1799,02,0
land,2,44,0,0,1799,03,0
land,2,44,0,0,1799,04,0
land,2,44,0,0,1799,05,0
land,2,44,0,0,1799,06,0
land,2,44,0,0,1799,07,0
land,2,44,0,0,1799,08,0
land,2,44,0,0,1799,09,0
land,2,44,0,0,1799,10,0
land,2,44,0,0,1799,11,0
land,2,44,0,0,1799,12,0
land,2,44,0,0,1800,01,0
land,2,44,0,0,1800,02,0
land,2,44,0,0,1800,03,0
land,2,44,0,0,1800,04,0
land,2,44,0,0,1800,05,0
land,2,44,0,0,1800,06,0
land,2,44,0,0,1800,07,0
land,2,44,0,0,1800,08,0
land,2,44,0,0,1800,09,0
land,2,44,0,0,1800,10,0
land,2,44,0,0,1800,11,0
land,2,44,0,0,1800,12,0
land,2,44,0,0,1801,01,0
land,2,44,0,0,1801,02,0
land,2,44,0,0,1801,03,0
land,2,44,0,0,1801,04,0
land,2,44,0,0,1801,05,0
land,2,44,0,0,1801,06,0
land,2,44,0,0,1801,07,0
land,2,44,0,0,1801,08,0
land,2,44,0,0,1801,09,0
land,2,44,0,0,1801,10,0
land,2,44,0,0,1801,11,0
land,2,44,0,0,1801,12,0
land,2,44,0,0,1802,01,0
land,2,44,0,0,1802,02,0
land,2,44,0,0,1802,03,0
land,2,44,0,0,1802,04,0
land,2,44,0,0,1802,05,0
land,2,44,0,0,1802,06,0
land,2,44,0,0,1802,07,0
land,2,44,0,0,1802,08,0
land,2,44,0,0,1802,09,0
land,2,44,0,0,1802,10,0
land,2,44,0,0,1802,11,0
land,2,44,0,0,1802,12,0
land,2,44,0,0,1803,01,0
land,2,44,0,0,1803,02,0
land,2,44,0,0,1803,03,0
land,2,44,0,0,1803,04,0
land,2,44,0,0,1803,05,0
land,2,44,0,0,1803,06,0
land,2,44,0,0,1803,07,0
land,2,44,0,0,1803,08,0
land,2,44,0,0,1803,09,0
land,2,44,0,0,1803,10,0
land,2,44,0,0,1803,11,0
land,2,44,0,0,1803,12,0
land,2,44,0,0,1804,01,0
land,2,44,0,0,1804,02,0
land,2,44,0,0,1804,03,0
land,2,44,0,0,1804,04,0
land,2,44,0,0,1804,05,0
land,2,44,0,0,1804,06,0
land,2,44,0,0,1804,07,0
land,2,44,0,0,1804,08,0
land,2,44,0,0,1804,09,0
land,2,44,0,0,1804,10,0
land,2,44,0,0,1804,11,0
land,2,44,0,0,1804,12,0
land,2,44,0,0,1805,01,0
land,2,44,0,0,1805,02,0
land,2,44,0,0,1805,03,0
land,2,44,0,0,1805,04,0
land,2,44,0,0,1805,05,0
land,2,44,0,0,1805,06,0
land,2,44,0,0,1805,07,0
land,2,44,0,0,1805,08,0
land,2,44,0,0,1805,09,0
land,2,44,0,0,1805,10,0
land,2,44,0,0,1805,11,0
land,2,44,0,0,1805,12,0
land,2,44,0,0,1806,01,0
land,2,44,0,0,1806,02,0
land,2,44,0,0,1806,03,0
land,2,44,0,0,1806,04,0
land,2,44,0,0,1806,05,0
land,2,44,0,0,1806,06,0
land,2,44,0,0,1806,07,0
land,2,44,0,0,1806,08,0
land,2,44,0,0,1806,09,0
land,2,44,0,0,1806,10,0
land,2,44,0,0,1806,11,0
land,2,44,0,0,1806,12,0
land,2,44,0,0,1807,01,0
land,2,44,0,0,1807,02,0
land,2,44,0,0,1807,03,0
land,2,44,0,0,1807,04,0
land,2,44,0,0,1807,05,0
land,2,44,0,0,1807,06,0
land,2,44,0,0,1807,07,0
land,2,44,0,0,1807,08,0
land,2,44,0,0,1807,09,0
land,2,44,0,0,1807,10,0
land,2,44,0,0,1807,11,0
land,2,44,0,0,1807,12,0
land,2,44,0,0,1808,01,0
land,2,44,0,0,1808,02,0
land,2,44,0,0,1808,03,0
land,2,44,0,0,1808,04,0
land,2,44,0,0,1808,05,0
land,2,44,0,0,1808,06,0
land,2,44,0,0,1808,07,0
land,2,44,0,0,1808,08,0
land,2,44,0,0,1808,09,0
land,2,44,0,0,1808,10,0
land,2,44,0,0,1808,11,0
land,2,44,0,0,1808,12,0
land,2,44,0,0,1809,01,0
land,2,44,0,0,1809,02,0
land,2,44,0,0,1809,03,0
land,2,44,0,0,1809,04,0
land,2,44,0,0,1809,05,0
land,2,44,0,0,1809,06,0
land,2,44,0,0,1809,07,0
land,2,44,0,0,1809,08,0
land,2,44,0,0,1809,09,0
land,2,44,0,0,1809,10,0
land,2,44,0,0,1809,11,0
land,2,44,0,0,1809,12,0
land,2,44,0,0,1810,01,0
land,2,44,0,0,1810,02,0
land,2,44,0,0,1810,03,0
land,2,44,0,0,1810,04,0
land,2,44,0,0,1810,05,0
land,2,44,0,0,1810,06,0
land,2,44,0,0,1810,07,0
land,2,44,0,0,1810,08,0
land,2,44,0,0,1810,09,0
land,2,44,0,0,1810,10,0
land,2,44,0,0,1810,11,0
land,2,44,0,0,1810,12,0
land,2,44,0,0,1811,01,0
land,2,44,0,0,1811,02,0
land,2,44,0,0,1811,03,0
land,2,44,0,0,1811,04,0
land,2,44,0,0,1811,05,0
land,2,44,0,0,1811,06,0
land,2,44,0,0,1811,07,0
land,2,44,0,0,1811,08,0
land,2,44,0,0,1811,09,0
land,2,44,0,0,1811,10,0
land,2,44,0,0,1811,11,0
land,2,44,0,0,1811,12,0
land,2,44,0,0,1812,01,0
land,2,44,0,0,1812,02,0
land,2,44,0,0,1812,03,0
land,2,44,0,0,1812,04,0
land,2,44,0,0,1812,05,0
land,2,44,0,0,1812,06,0
land,2,44,0,0,1812,07,0
land,2,44,0,0,1812,08,0
land,2,44,0,0,1812,09,0
land,2,44,0,0,1812,10,0
land,2,44,0,0,1812,11,0
land,2,44,0,0,1812,12,0
land,2,44,0,0,1813,01,0
land,2,44,0,0,1813,02,0
land,2,44,0,0,1813,03,0
land,2,44,0,0,1813,04,0
land,2,44,0,0,1813,05,0
land,2,44,0,0,1813,06,0
land,2,44,0,0,1813,07,0
land,2,44,0,0,1813,08,0
land,2,44,0,0,1813,09,0
land,2,44,0,0,1813,10,0
land,2,44,0,0,1813,11,0
land,2,44,0,0,1813,12,0
land,2,44,0,0,1814,01,0
land,2,44,0,0,1814,02,0
land,2,44,0,0,1814,03,0
land,2,44,0,0,1814,04,0
land,2,44,0,0,1814,05,0
land,2,44,0,0,1814,06,0
land,2,44,0,0,1814,07,0
land,2,44,0,0,1814,08,0
land,2,44,0,0,1814,09,0
land,2,44,0,0,1814,10,0
land,2,44,0,0,1814,11,0
land,2,44,0,0,1814,12,0
land,2,44,0,0,1815,01,0
land,2,44,0,0,1815,02,0
land,2,44,0,0,1815,03,0
land,2,44,0,0,1815,04,0
land,2,44,0,0,1815,05,0
land,2,44,0,0,1815,06,0
land,2,44,0,0,1815,07,0
land,2,44,0,0,1815,08,0
land,2,44,0,0,1815,09,0
land,2,44,0,0,1815,10,0
land,2,44,0,0,1815,11,0
land,2,44,0,0,1815,12,0
land,2,44,0,0,1816,01,0
land,2,44,0,0,1816,02,0
land,2,44,0,0,1816,03,0
land,2,44,0,0,1816,04,0
land,2,44,0,0,1816,05,0
land,2,44,0,0,1816,06,0
land,2,44,0,0,1816,07,0
land,2,44,0,0,1816,08,0
land,2,44,0,0,1816,09,0
land,2,44,0,0,1816,10,0
land,2,44,0,0,1816,11,0
land,2,44,0,0,1816,12,0
land,2,44,0,0,1817,01,0
land,2,44,0,0,1817,02,0
land,2,44,0,0,1817,03,0
land,2,44,0,0,1817,04,0
land,2,44,0,0,1817,05,0
land,2,44,0,0,1817,06,0
land,2,44,0,0,1817,07,0
land,2,44,0,0,1817,08,0
land,2,44,0,0,1817,09,0
land,2,44,0,0,1817,10,0
land,2,44,0,0,1817,11,0
land,2,44,0,0,1817,12,0
land,2,44,0,0,1818,01,0
land,2,44,0,0,1818,02,0
land,2,44,0,0,1818,03,0
land,2,44,0,0,1818,04,0
land,2,44,0,0,1818,05,0
land,2,44,0,0,1818,06,0
land,2,44,0,0,1818,07,0
land,2,44,0,0,1818,08,0
land,2,44,0,0,1818,09,0
land,2,44,0,0,1818,10,0
land,2,44,0,0,1818,11,0
land,2,44,0,0,1818,12,0
land,2,44,0,0,1819,01,0
land,2,44,0,0,1819,02,0
land,2,44,0,0,1819,03,0
land,2,44,0,0,1819,04,0
land,2,44,0,0,1819,05,0
land,2,44,0,0,1819,06,0
land,2,44,0,0,1819,07,0
land,2,44,0,0,1819,08,0
land,2,44,0,0,1819,09,0
land,2,44,0,0,1819,10,0
land,2,44,0,0,1819,11,0
land,2,44,0,0,1819,12,0
land,2,44,0,0,1820,01,0
land,2,44,0,0,1820,02,0
land,2,44,0,0,1820,03,0
land,2,44,0,0,1820,04,0
land,2,44,0,0,1820,05,0
land,2,44,0,0,1820,06,0
land,2,44,0,0,1820,07,0
land,2,44,0,0,1820,08,0
land,2,44,0,0,1820,09,0
land,2,44,0,0,1820,10,0
land,2,44,0,0,1820,11,0
land,2,44,0,0,1820,12,0
land,2,44,0,0,1821,01,0
land,2,44,0,0,1821,02,0
land,2,44,0,0,1821,03,0
land,2,44,0,0,1821,04,0
land,2,44,0,0,1821,05,0
land,2,44,0,0,1821,06,0
land,2,44,0,0,1821,07,0
land,2,44,0,0,1821,08,0
land,2,44,0,0,1821,09,0
land,2,44,0,0,1821,10,0
land,2,44,0,0,1821,11,0
land,2,44,0,0,1821,12,0
land,2,44,0,0,1822,01,0
land,2,44,0,0,1822,02,0
land,2,44,0,0,1822,03,0
land,2,44,0,0,1822,04,0
land,2,44,0,0,1822,05,0
land,2,44,0,0,1822,06,0
land,2,44,0,0,1822,07,0
land,2,44,0,0,1822,08,0
land,2,44,0,0,1822,09,0
land,2,44,0,0,1822,10,0
land,2,44,0,0,1822,11,0
land,2,44,0,0,1822,12,0
land,2,44,0,0,1823,01,0
land,2,44,0,0,1823,02,0
land,2,44,0,0,1823,03,0
land,2,44,0,0,1823,04,0
land,2,44,0,0,1823,05,0
land,2,44,0,0,1823,06,0
land,2,44,0,0,1823,07,0
land,2,44,0,0,1823,08,0
land,2,44,0,0,1823,09,0
land,2,44,0,0,1823,10,0
land,2,44,0,0,1823,11,0
land,2,44,0,0,1823,12,0
land,2,44,0,0,1824,01,0
land,2,44,0,0,1824,02,0
land,2,44,0,0,1824,03,0
land,2,44,0,0,1824,04,0
land,2,44,0,0,1824,05,0
land,2,44,0,0,1824,06,0
land,2,44,0,0,1824,07,0
land,2,44,0,0,1824,08,0
land,2,44,0,0,1824,09,0
land,2,44,0,0,1824,10,0
land,2,44,0,0,1824,11,0
land,2,44,0,0,1824,12,0
land,2,44,0,0,1825,01,0
land,2,44,0,0,1825,02,0
land,2,44,0,0,1825,03,0
land,2,44,0,0,1825,04,0
land,2,44,0,0,1825,05,0
land,2,44,0,0,1825,06,0
land,2,44,0,0,1825,07,0
land,2,44,0,0,1825,08,0
land,2,44,0,0,1825,09,0
land,2,44,0,0,1825,10,0
land,2,44,0,0,1825,11,0
land,2,44,0,0,1825,12,0
land,2,44,0,0,1826,01,0
land,2,44,0,0,1826,02,0
land,2,44,0,0,1826,03,0
land,2,44,0,0,1826,04,0
land,2,44,0,0,1826,05,0
land,2,44,0,0,1826,06,0
land,2,44,0,0,1826,07,0
land,2,44,0,0,1826,08,0
land,2,44,0,0,1826,09,0
land,2,44,0,0,1826,10,0
land,2,44,0,0,1826,11,0
land,2,44,0,0,1826,12,0
land,2,44,0,0,1827,01,0
land,2,44,0,0,1827,02,0
land,2,44,0,0,1827,03,0
land,2,44,0,0,1827,04,0
land,2,44,0,0,1827,05,0
land,2,44,0,0,1827,06,0
land,2,44,0,0,1827,07,0
land,2,44,0,0,1827,08,0
land,2,44,0,0,1827,09,0
land,2,44,0,0,1827,10,0
land,2,44,0,0,1827,11,0
land,2,44,0,0,1827,12,0
land,2,44,0,0,1828,01,0
land,2,44,0,0,1828,02,0
land,2,44,0,0,1828,03,0
land,2,44,0,0,1828,04,0
land,2,44,0,0,1828,05,0
land,2,44,0,0,1828,06,0
land,2,44,0,0,1828,07,0
land,2,44,0,0,1828,08,0
land,2,44,0,0,1828,09,0
land,2,44,0,0,1828,10,0
land,2,44,0,0,1828,11,0
land,2,44,0,0,1828,12,0
land,2,44,0,0,1829,01,0
land,2,44,0,0,1829,02,0
land,2,44,0,0,1829,03,0
land,2,44,0,0,1829,04,0
